date_key,year,quarter,nuts2_code,nuts2_name,gdp_per_capita_pps,gdp_index_eu27,unemployment_rate,youth_unemployment_rate,source,country_code
2019-Q4,2019,4,PT30,Madeira,18900.0,70.0,8.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT11,Norte,16500.0,61.1,8.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT15,Alentejo,13200.0,48.9,9.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT16,Centro,14600.0,54.1,8.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT17,Lisboa,27000.0,100.0,7.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT18,Algarve,19500.0,72.2,10.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT20,Açores,15200.0,56.3,11.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2020-Q4,2020,4,PT30,Madeira,18200.0,67.4,10.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT11,Norte,17200.0,63.7,7.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT15,Alentejo,13700.0,50.7,8.0,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT16,Centro,15100.0,55.9,7.0,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT17,Lisboa,28200.0,104.4,6.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT18,Algarve,20800.0,77.0,8.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT20,Açores,15800.0,58.5,10.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2021-Q4,2021,4,PT30,Madeira,19000.0,70.4,9.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT11,Norte,17600.0,65.2,6.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT15,Alentejo,14000.0,51.9,7.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT16,Centro,15500.0,57.4,6.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT17,Lisboa,29100.0,107.8,5.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT18,Algarve,21500.0,79.6,8.0,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT20,Açores,16100.0,59.6,9.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2022-Q4,2022,4,PT30,Madeira,19600.0,72.6,8.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT11,Norte,17900.0,66.3,6.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT15,Alentejo,14100.0,52.2,8.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT16,Centro,15200.0,56.3,7.1,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT17,Lisboa,26500.0,98.1,6.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT18,Algarve,19800.0,73.3,9.1,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT20,Açores,15900.0,58.9,10.4,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2023-Q4,2023,4,PT30,Madeira,18200.0,67.4,8.7,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT11,Norte,18100.0,67.0,6.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT15,Alentejo,14200.0,52.6,7.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT16,Centro,15400.0,57.0,6.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT17,Lisboa,27000.0,100.0,5.9,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT18,Algarve,20200.0,74.8,8.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT20,Açores,16000.0,59.3,9.8,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2024-Q4,2024,4,PT30,Madeira,18500.0,68.5,8.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT11,Norte,18400.0,68.1,6.3,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT15,Alentejo,14400.0,53.3,7.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT16,Centro,15700.0,58.1,6.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT17,Lisboa,27500.0,101.9,5.7,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT18,Algarve,20600.0,76.3,8.2,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT20,Açores,16200.0,60.0,9.5,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
2025-Q4,2025,4,PT30,Madeira,18800.0,69.6,7.9,,"Eurostat (nama_10r_2gdp, lfst_r_lfu3rt)",PT
